NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	1795121	1795564	SGL_RS10345	sll1880	YjbQ family protein	-
NC_000911.1	CDS	1795778	1797466	SGL_RS10350	sll1879	hypothetical protein	-
NC_000911.1	CDS	1797552	1798658	SGL_RS10355	sll1878	ABC transporter ATP-binding protein	-
NC_000911.1	CDS	1798804	1799538	SGL_RS10360	slr1977	hypothetical protein	+
NC_000911.1	CDS	1799608	1800483	SGL_RS10365	slr1978	hypothetical protein	+
NC_000911.1	CDS	1800387	1801844	SGL_RS10370	slr1979	anthranilate synthase component I-like protein	+
NC_000911.1	CDS	1801787	1802680	SGL_RS10375	slr1980	hypothetical protein	+
NC_000911.1	CDS	1802742	1804142	SGL_RS10380	sll1876	coproporphyrinogen III oxidase	-
NC_000911.1	CDS	1804403	1805155	SGL_RS10385	sll1875	Heme oxygenase 2	-
NC_000911.1	CDS	1805220	1806296	SGL_RS10390	sll1874	magnesium-protoporphyrin IX monomethyl ester	-
NC_000911.1	CDS	1806871	1807236	SGL_RS10395	sll1873	hypothetical protein	-
NC_000911.1	CDS	1807333	1808724	SGL_RS10400	sll1872	LytR family transcriptional regulator	-
NC_000911.1	CDS	1808922	1810946	SGL_RS10405	sll1871	HAMP domain-containing protein	-
NC_000911.1	CDS	1811130	1811501	SGL_RS10410	slr1982	response regulator	+
NC_000911.1	CDS	1811746	1813557	SGL_RS10415	slr1983	fused two-component system sensor histidine	+
NC_000911.1	CDS	1813554	1814234	SGL_RS10420	sll1870	methionine ABC transporter ATP-binding protein	-
NC_000911.1	CDS	1814231	1815304	SGL_RS10425	sll1869	aromatic ring-hydroxylating dioxygenase subunit	-
NC_000911.1	CDS	1815454	1816371	SGL_RS10430	slr1984	30S ribosomal protein S1 B	+
NC_000911.1	CDS	1816855	1818762	SGL_RS10435	sll1868	DNA primase	-
NC_000911.1	CDS	1818915	1819997	SGL_RS10440	sll1867	photosystem II protein D1 2	-
NC_000911.1	CDS	1820238	1820837	SGL_RS10445	sll1866	Sua5/YciO/YrdC/YwlC family protein	-
NC_000911.1	CDS	1820889	1821638	SGL_RS10450	sll1390	hypothetical protein	-
NC_000911.1	CDS	1821824	1822036	SGL_RS10455	ssl2717	hypothetical protein	-
NC_000911.1	CDS	1822054	1822620	SGL_RS10460	sll1389	hypothetical protein	-
NC_000911.1	CDS	1822666	1823130	SGL_RS10465	sll1388	hypothetical protein	-
NC_000911.1	tRNA	1823366	1823439	SGL_RS10470	ST6803t19	tRNA-Arg	-
NC_000911.1	CDS	1823570	1823686	SGL_RS10475	smr0010	cytochrome b6-f complex subunit 5	+
NC_000911.1	CDS	1823968	1824732	SGL_RS10480	sll1387	serine/threonine protein phosphatase	-
NC_000911.1	CDS	1824953	1825468	SGL_RS10485	sll1386	ComEA family DNA-binding protein	-
NC_000911.1	CDS	1825600	1826226	SGL_RS10490	slr1467	precorrin-8X methylmutase	+
NC_000911.1	CDS	1826259	1826708	SGL_RS10495	slr1468	EVE domain-containing protein	+
NC_000911.1	CDS	1826764	1826901	SGL_RS18890	SGL_RS18890	50S ribosomal protein L34	+
NC_000911.1	CDS	1826911	1827285	SGL_RS10500	slr1469	ribonuclease P protein component	+
NC_000911.1	CDS	1827257	1827652	SGL_RS10505	slr1470	PH domain-containing protein	+
NC_000911.1	CDS	1827753	1828907	SGL_RS10510	slr1471	protein translocase component YidC	+
NC_000911.1	CDS	1828997	1829491	SGL_RS10515	slr1472	protein jag	+
NC_000911.1	CDS	1829553	1830497	SGL_RS10520	sll1384	J domain-containing protein	-
NC_000911.1	CDS	1830628	1831491	SGL_RS10525	sll1383	inositol monophosphatase	-
NC_000911.1	CDS	1831561	1831929	SGL_RS10530	sll1382	ferredoxin	-
NC_000911.1	tRNA	1832001	1832087	SGL_RS10535	ST6803t20	tRNA-Ser	+
NC_000911.1	ncRNA	1832234	1832330	SGL_RS18415	SGL_RS18415	signal recognition particle sRNA small type	+
NC_000911.1	CDS	1832360	1833169	SGL_RS10540	slr1474	NlpC/P60 family protein	+
NC_000911.1	CDS	1833176	1833589	SGL_RS10545	sll1381	hypothetical protein	-
NC_000911.1	CDS	1833655	1834299	SGL_RS10550	sll1380	GUN4 domain-containing protein	-
NC_000911.1	CDS	1834508	1835503	SGL_RS10555	slr1476	aspartate carbamoyltransferase	+
NC_000911.1	tRNA	1835511	1835600	SGL_RS10560	ST6803t21	tRNA-Ser	-
NC_000911.1	CDS	1835747	1836649	SGL_RS10565	sll1378	DUF1838 domain-containing protein	-
NC_000911.1	CDS	1836691	1838130	SGL_RS10570	sll1377	beta-glucosyldiacylglycerol synthase	-
NC_000911.1	CDS	1838299	1839252	SGL_RS10575	slr1478	membrane protein	+
NC_000911.1	CDS	1839259	1840491	SGL_RS10580	sll1376	short-chain dehydrogenase	-
NC_000911.1	pseudoCDS	1840819	1840995	SGL_RS18895	SGL_RS18895	nucleotidyltransferase	+
NC_000911.1	CDS	1841056	1842690	SGL_RS10585	sll1374	MFS transporter	-
NC_000911.1	CDS	1842983	1843534	SGL_RS10595	sll1373	hypothetical protein	-
NC_000911.1	CDS	1843610	1844437	SGL_RS10600	sll1372	DUF2232 domain-containing protein	-
NC_000911.1	CDS	1844568	1845266	SGL_RS10605	sll1371	Crp/Fnr family transcriptional regulator	-
NC_000911.1	CDS	1845795	1846865	SGL_RS10610	sll1370	mannose-1-phosphate guanylyltransferase	-
NC_000911.1	CDS	1846949	1848241	SGL_RS10615	sll1369	hypothetical protein	-
NC_000911.1	CDS	1848301	1848702	SGL_RS10620	sll1182	ubiquinol-cytochrome c reductase iron-sulfur	-
NC_000911.1	CDS	1848799	1850550	SGL_RS10625	sll1181	hemolysin secretion protein D	-
NC_000911.1	CDS	1850707	1853742	SGL_RS10630	sll1180	type I secretion system permease/ATPase	-
NC_000911.1	CDS	1853849	1854103	SGL_RS10635	SGL_RS10635	hypothetical protein	-
NC_000911.1	CDS	1854102	1855982	SGL_RS10640	slr1265	DNA-directed RNA polymerase subunit gamma	+
NC_000911.1	CDS	1856070	1857917	SGL_RS10645	sll1178	hypothetical protein	-
NC_000911.1	CDS	1858047	1858604	SGL_RS10650	slr1266	DUF2808 domain-containing protein	+
NC_000911.1	CDS	1858609	1859790	SGL_RS10655	slr1267	cell division protein FtsW	+
NC_000911.1	CDS	1859816	1861372	SGL_RS10660	slr1269	gamma-glutamyltranspeptidase	+
NC_000911.1	CDS	1861469	1863049	SGL_RS10665	slr1270	TolC family protein	+
NC_000911.1	CDS	1863247	1863987	SGL_RS10670	slr1271	glycosyltransferase	+
NC_000911.1	CDS	1864239	1865003	SGL_RS10675	slr1272	S-layer homology domain-containing protein	+
NC_000911.1	CDS	1865033	1865473	SGL_RS10680	slr1273	hypothetical protein	+
NC_000911.1	CDS	1865658	1866761	SGL_RS10685	slr1274	pilus assembly protein PilM	+
NC_000911.1	CDS	1866843	1867697	SGL_RS10690	slr1275	hypothetical protein	+
NC_000911.1	CDS	1867737	1868564	SGL_RS10695	slr1276	pilus assembly protein	+
NC_000911.1	CDS	1868645	1871002	SGL_RS10700	slr1277	general secretion pathway protein GspD	+
NC_000911.1	CDS	1871011	1871835	SGL_RS10705	sll1174	FkbM family methyltransferase	-
NC_000911.1	CDS	1871855	1872589	SGL_RS10710	sll1173	FkbM family methyltransferase	-
NC_000911.1	CDS	1872656	1873648	SGL_RS10715	slr1278	tRNA lysidine(34) synthetase TilS	+
NC_000911.1	CDS	1873698	1874846	SGL_RS10720	sll1172	threonine synthase	-
NC_000911.1	CDS	1875129	1875491	SGL_RS10725	slr1279	NAD(P)H-quinone oxidoreductase subunit 3	+
NC_000911.1	CDS	1875563	1876309	SGL_RS10730	slr1280	NAD(P)H-quinone oxidoreductase subunit K 1	+
NC_000911.1	CDS	1876302	1876841	SGL_RS10735	slr1281	NAD(P)H-quinone oxidoreductase subunit J	+
NC_000911.1	pseudoCDS	1877208	1878055	SGL_RS18900	SGL_RS18900	IS630 family transposase	+
NC_000911.1	CDS	1878099	1879682	SGL_RS10750	sll1170	DUF1816 domain-containing protein	-
NC_000911.1	CDS	1879983	1880699	SGL_RS10755	sll1169	Crp/Fnr family transcriptional regulator	-
NC_000911.1	CDS	1881917	1883311	SGL_RS10760	slr1285	sensor histidine kinase	+
NC_000911.1	CDS	1883329	1884573	SGL_RS10765	sll1167	penicillin-binding protein	-
NC_000911.1	CDS	1884739	1884927	SGL_RS10770	ssr2130	hypothetical protein	+
NC_000911.1	CDS	1885100	1886146	SGL_RS10775	slr1287	DUF3326 domain-containing protein	+
NC_000911.1	CDS	1886153	1886737	SGL_RS10780	slr1288	CPBP family intramembrane metalloprotease	+
NC_000911.1	ncRNA	1886880	1887065	SGL_RS18420	SGL_RS18420	6S RNA	+
NC_000911.1	CDS	1887159	1888262	SGL_RS10785	sll1166	AI-2E family transporter	-
NC_000911.1	CDS	1888398	1888778	SGL_RS10790	sll1447	DUF4359 domain-containing protein	-
NC_000911.1	CDS	1888778	1889740	SGL_RS10795	sll1446	hypothetical protein	-
NC_000911.1	CDS	1889872	1890474	SGL_RS10800	sll1444	3-isopropylmalate dehydratase small subunit	-
NC_000911.1	CDS	1890461	1892119	SGL_RS10805	sll1443	CTP synthetase	-
NC_000911.1	CDS	1892213	1892500	SGL_RS10810	SGL_RS10810	DUF4926 domain-containing protein	-
NC_000911.1	CDS	1892478	1892825	SGL_RS10815	sll1442	hypothetical protein	-
NC_000911.1	CDS	1892918	1895425	SGL_RS10820	slr1529	4Fe-4S binding protein	+
NC_000911.1	CDS	1895520	1896599	SGL_RS10825	sll1441	fatty acid desaturase	-
NC_000911.1	CDS	1896869	1897561	SGL_RS10830	sll1440	pyridoxamine 5'-phosphate oxidase	-
NC_000911.1	CDS	1897570	1898412	SGL_RS10835	slr1530	segregation/condensation protein A	+
NC_000911.1	CDS	1898437	1899240	SGL_RS10840	sll1439	hypothetical protein	-
NC_000911.1	CDS	1899233	1899481	SGL_RS10845	SGL_RS10845	YgiT-type zinc finger domain-containing protein	-
NC_000911.1	CDS	1899700	1901148	SGL_RS10850	slr1531	signal recognition particle protein	+
NC_000911.1	pseudoCDS	1901385	1902232	SGL_RS18905	SGL_RS18905	IS630 family transposase	-
NC_000911.1	CDS	1902437	1903924	SGL_RS10865	sll1435	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase	-
NC_000911.1	CDS	1904025	1905977	SGL_RS10870	sll1434	penicillin-binding protein 1A	-
NC_000911.1	CDS	1906170	1907744	SGL_RS10875	sll1433	bifunctional ADP-dependent NAD(P)H-hydrate	-
NC_000911.1	CDS	1907764	1908621	SGL_RS10880	sll1432	hydrogenase nickel incorporation protein HypB	-
NC_000911.1	CDS	1908804	1909151	SGL_RS10885	slr1533	hypothetical protein	+
NC_000911.1	CDS	1909190	1910095	SGL_RS10890	slr1534	peptidase U61	+
NC_000911.1	CDS	1910499	1911494	SGL_RS10895	slr1152	pentapeptide repeat-containing protein	+
NC_000911.1	CDS	1911570	1911785	SGL_RS10900	ssl2162	hypothetical protein	-
NC_000911.1	CDS	1911896	1912756	SGL_RS10905	sll1104	glutamine-binding protein	-
NC_000911.1	CDS	1912776	1914113	SGL_RS10910	sll1103	C4-dicarboxylate ABC transporter	-
NC_000911.1	CDS	1914113	1914652	SGL_RS10915	sll1102	C4-dicarboxylate ABC transporter	-
NC_000911.1	CDS	1914818	1915135	SGL_RS10920	sll1101	30S ribosomal protein S10	-
NC_000911.1	CDS	1915274	1916473	SGL_RS10925	sll1099	elongation factor Tu	-
NC_000911.1	CDS	1916533	1918608	SGL_RS10930	sll1098	elongation factor G	-
NC_000911.1	CDS	1918815	1919285	SGL_RS10935	sll1097	30S ribosomal protein S7	-
NC_000911.1	CDS	1919436	1919816	SGL_RS10940	sll1096	30S ribosomal protein S12	-
NC_000911.1	CDS	1919913	1920548	SGL_RS10945	sll1095	hypothetical protein	-
NC_000911.1	CDS	1920660	1921919	SGL_RS10950	slr1159	phosphoribosylamine--glycine ligase	+
NC_000911.1	CDS	1922124	1922738	SGL_RS10955	slr1160	hypothetical protein	+
NC_000911.1	CDS	1922791	1923141	SGL_RS10960	ssl2153	ribose phosphate isomerase B	-
NC_000911.1	pseudoCDS	1923170	1924035	SGL_RS18910	SGL_RS18910	IS630 family transposase	-
NC_000911.1	CDS	1924251	1924850	SGL_RS10975	slr1161	nucleoside deaminase	+
NC_000911.1	CDS	1924999	1925943	SGL_RS10980	slr1162	hypothetical protein	+
NC_000911.1	CDS	1926030	1927700	SGL_RS10985	slr1163	porin	+
NC_000911.1	CDS	1927725	1928021	SGL_RS10990	ssl2148	hypothetical protein	-
NC_000911.1	CDS	1928323	1930626	SGL_RS10995	slr1164	ribonucleoside-diphosphate reductase subunit	+
NC_000911.1	CDS	1931139	1932311	SGL_RS11000	slr1165	sulfate adenylyltransferase	+
NC_000911.1	CDS	1932354	1933418	SGL_RS11005	slr1166	UDP-glucose--tetrahydrobiopterin	+
NC_000911.1	CDS	1933468	1933854	SGL_RS11010	sll1092	type II toxin-antitoxin system VapC family	-
NC_000911.1	CDS	1933854	1934060	SGL_RS11015	ssl2138	DUF2281 domain-containing protein	-
NC_000911.1	CDS	1934307	1935530	SGL_RS11020	sll1091	geranylgeranyl diphosphate reductase	-
NC_000911.1	CDS	1935912	1937069	SGL_RS11025	slr1167	oxidoreductase	+
NC_000911.1	CDS	1937086	1937397	SGL_RS11030	slr1168	DUF433 domain-containing protein	+
NC_000911.1	CDS	1937474	1938310	SGL_RS11035	slr1169	DUF1049 domain-containing protein	+
NC_000911.1	CDS	1938429	1938782	SGL_RS11040	slr1170	UPF0016 domain-containing protein	+
NC_000911.1	CDS	1938985	1939494	SGL_RS11045	slr1171	glutathione peroxidase	+
NC_000911.1	CDS	1939521	1939781	SGL_RS11050	SGL_RS11050	DUF3493 domain-containing protein	+
NC_000911.1	CDS	1939865	1940506	SGL_RS11055	sll1089	hypothetical protein	-
NC_000911.1	CDS	1940549	1942087	SGL_RS11060	sll1087	sodium-coupled permease	-
NC_000911.1	CDS	1942234	1942701	SGL_RS11065	sll1086	hypothetical protein	-
NC_000911.1	CDS	1942923	1944314	SGL_RS11070	slr1173	DUF2330 domain-containing protein	+
NC_000911.1	CDS	1944586	1945374	SGL_RS11075	slr1174	multidrug ABC transporter permease	+
NC_000911.1	CDS	1945518	1947179	SGL_RS11080	sll1085	glycerol-3-phosphate dehydrogenase	-
NC_000911.1	CDS	1947325	1948824	SGL_RS11085	sll1566	trehalose-6-phosphate synthase	-
NC_000911.1	CDS	1949613	1952270	SGL_RS11090	slr1670	hypothetical protein	+
NC_000911.1	CDS	1952323	1953810	SGL_RS11095	slr1672	glycerol kinase	+
NC_000911.1	CDS	1953791	1954615	SGL_RS11100	slr1673	rRNA methyltransferase	+
NC_000911.1	CDS	1954721	1955071	SGL_RS11105	slr1674	DUF760 domain-containing protein	+
NC_000911.1	CDS	1955221	1955562	SGL_RS11110	slr1675	hydrogenase nickel incorporation protein HypA	+
NC_000911.1	CDS	1955690	1956181	SGL_RS11115	slr1676	DUF4079 domain-containing protein	+
NC_000911.1	CDS	1956260	1957486	SGL_RS11120	slr1677	hypothetical protein	+
NC_000911.1	CDS	1957758	1958132	SGL_RS11125	slr1678	50S ribosomal protein L21	+
NC_000911.1	CDS	1958240	1958503	SGL_RS11130	ssr2799	50S ribosomal protein L27	+
NC_000911.1	CDS	1958582	1959325	SGL_RS11135	slr1679	D-alanyl-D-alanine dipeptidase	+
NC_000911.1	CDS	1959436	1961079	SGL_RS11140	sll1564	(R)-citramalate synthase	-
NC_000911.1	CDS	1961439	1961600	SGL_RS11145	ssr2802	ABC transporter	+
NC_000911.1	CDS	1961625	1961876	SGL_RS11150	ssr2803	DUF29 domain-containing protein	+
NC_000911.1	CDS	1961889	1962068	SGL_RS18915	SGL_RS18915	DUF29 domain-containing protein	+
NC_000911.1	CDS	1962170	1962397	SGL_RS18920	SGL_RS18920	hypothetical protein	+
NC_000911.1	CDS	1962366	1962545	SGL_RS11155	ssr2806	hypothetical protein	+
NC_000911.1	CDS	1962705	1965524	SGL_RS11160	sll1563	hypothetical protein	-
NC_000911.1	CDS	1965485	1965949	SGL_RS11165	sll1562	hypothetical protein	-
NC_000911.1	CDS	1966146	1969118	SGL_RS11170	sll1561	L-glutamate gamma-semialdehyde dehydrogenase	-
NC_000911.1	CDS	1969468	1970430	SGL_RS11175	slr1681	hypothetical protein	+
NC_000911.1	CDS	1970581	1970988	SGL_RS11180	slr1682	transposase	+
NC_000911.1	CDS	1970952	1971968	SGL_RS11185	sll1560	IS4-like element IS4Sa family transposase	-
NC_000911.1	CDS	1972058	1972549	SGL_RS11190	slr1683	hypothetical protein	+
NC_000911.1	CDS	1972765	1973061	SGL_RS11195	slr1684	transposase	+
NC_000911.1	pseudoCDS	1973118	1973390	SGL_RS18925	SGL_RS18925	IS1 family transposase	+
NC_000911.1	CDS	1973611	1974765	SGL_RS11200	sll1559	alanine--glyoxylate aminotransferase family	-
NC_000911.1	CDS	1975056	1975481	SGL_RS11205	slr1686	FHA domain-containing protein	+
NC_000911.1	CDS	1975575	1975874	SGL_RS11210	ssl3044	iron ABC transporter substrate-binding protein	-
NC_000911.1	CDS	1976019	1976720	SGL_RS11215	slr1687	HEAT repeat domain-containing protein	+
NC_000911.1	CDS	1976799	1977965	SGL_RS11220	sll1558	mannose-1-phosphate guanyltransferase	-
NC_000911.1	CDS	1978131	1979039	SGL_RS11225	sll1557	CoA-binding protein	-
NC_000911.1	CDS	1979144	1980193	SGL_RS11230	sll1556	type 2 isopentenyl-diphosphate Delta-isomerase	-
NC_000911.1	CDS	1980365	1981471	SGL_RS11235	sll1555	hybrid sensor histidine kinase/response	-
NC_000911.1	CDS	1982049	1982273	SGL_RS11240	ssr2831	photosystem I reaction center subunit IV	+
NC_000911.1	CDS	1982308	1983171	SGL_RS11245	slr1689	formamidopyrimidine-DNA glycosylase	+
NC_000911.1	CDS	1983204	1983932	SGL_RS11250	slr1690	NUDIX hydrolase	+
NC_000911.1	CDS	1983982	1985658	SGL_RS11255	slr1691	glutamine-dependent NAD+ synthetase	+
NC_000911.1	CDS	1985874	1986872	SGL_RS11260	slr1692	EAL domain-containing protein	+
NC_000911.1	CDS	1987100	1988242	SGL_RS11265	slr1693	response regulator	+
NC_000911.1	CDS	1988385	1988837	SGL_RS11270	slr1694	activator of photopigment and puc expression	+
NC_000911.1	CDS	1988834	1991266	SGL_RS11275	sll1553	phenylalanine--tRNA ligase subunit beta	-
NC_000911.1	CDS	1991550	1993274	SGL_RS11280	slr1697	serine/threonine protein kinase	+
NC_000911.1	CDS	1993377	1994045	SGL_RS11285	sll0921	DNA-binding response regulator	-
NC_000911.1	CDS	1994147	1997251	SGL_RS11290	sll0920	phosphoenolpyruvate carboxylase	-
NC_000911.1	CDS	1997497	1997790	SGL_RS11295	slr1004	hypothetical protein	-
NC_000911.1	CDS	1997993	1998451	SGL_RS11300	slr0935	NfeD family protein	+
NC_000911.1	CDS	1998460	1999347	SGL_RS11305	slr0936	nicotinate-nucleotide pyrophosphorylase	+
NC_000911.1	CDS	1999477	2000730	SGL_RS11310	slr0937	hypothetical protein	+
NC_000911.1	CDS	2000815	2002194	SGL_RS11315	slr0938	DUF1727 domain-containing protein	+
NC_000911.1	CDS	2002241	2002894	SGL_RS11320	sll0916	cobalt-precorrin-8 methylmutase	-
NC_000911.1	CDS	2002891	2004465	SGL_RS11325	sll0915	insulinase family protein	-
NC_000911.1	CDS	2004626	2006095	SGL_RS11330	slr0940	zeta-carotene desaturase	+
NC_000911.1	CDS	2006120	2006563	SGL_RS11335	slr0941	membrane protein	+
NC_000911.1	CDS	2006824	2007807	SGL_RS11340	slr0942	aldo/keto reductase	+
NC_000911.1	CDS	2007850	2008752	SGL_RS11345	slr0943	class I fructose-bisphosphate aldolase	+
NC_000911.1	CDS	2008874	2010004	SGL_RS11350	sll0914	hypothetical protein	-
NC_000911.1	CDS	2010218	2011369	SGL_RS11355	slr0944	transporter	+
NC_000911.1	CDS	2011521	2012141	SGL_RS11360	slr0945	NADPH-dependent quinone reductase ArsH	+
NC_000911.1	CDS	2012231	2012626	SGL_RS11365	slr0946	arsenate reductase	+
NC_000911.1	CDS	2012754	2013485	SGL_RS11370	slr0947	DNA-binding response regulator	+
NC_000911.1	CDS	2013538	2014185	SGL_RS11375	slr0948	cofactor assembly of complex C subunit B	+
NC_000911.1	CDS	2014182	2014787	SGL_RS11380	sll0913	Uma2 family endonuclease	-
NC_000911.1	CDS	2014908	2016818	SGL_RS11385	sll0912	ABC transporter ATP-binding protein	-
NC_000911.1	CDS	2017104	2017964	SGL_RS11390	slr0949	branched-chain amino acid ABC transporter	+
NC_000911.1	CDS	2017964	2018788	SGL_RS11395	slr0950	TlyA family rRNA	+
NC_000911.1	CDS	2018851	2019237	SGL_RS11400	sll0911	hypothetical protein	-
NC_000911.1	CDS	2019253	2020344	SGL_RS11405	sll0910	tetratricopeptide repeat protein	-
NC_000911.1	CDS	2020349	2021035	SGL_RS11410	sll0909	molecular chaperone DnaJ	-
NC_000911.1	CDS	2021252	2021944	SGL_RS11415	slr0951	2-C-methyl-D-erythritol 4-phosphate	+
NC_000911.1	CDS	2022028	2023071	SGL_RS11420	slr0952	fructose 1,6-bisphosphatase	+
NC_000911.1	CDS	2023278	2024012	SGL_RS11425	slr0953	sucrose-phosphate phosphatase	+
NC_000911.1	CDS	2024075	2024476	SGL_RS11430	ssr1600	anti-sigma factor antagonist	+
NC_000911.1	CDS	2024549	2024980	SGL_RS11435	slr0954	Mini-ribonuclease 3	+
NC_000911.1	CDS	2024993	2026147	SGL_RS11440	slr0955	23S rRNA	+
NC_000911.1	CDS	2026227	2026538	SGL_RS11445	slr0957	DUF1816 domain-containing protein	+
NC_000911.1	CDS	2026675	2028126	SGL_RS11450	slr0958	cysteine--tRNA ligase	+
NC_000911.1	CDS	2028157	2028744	SGL_RS11455	sll0905	septum formation inhibitor Maf	-
NC_000911.1	CDS	2028832	2030421	SGL_RS11460	slr0959	CPBP family intramembrane metalloprotease	+
NC_000911.1	CDS	2030534	2030974	SGL_RS11465	slr0960	hypothetical protein	+
NC_000911.1	CDS	2031001	2032473	SGL_RS11470	sll1541	apocarotenoid-15,15'-oxygenase	-
NC_000911.1	CDS	2032604	2032891	SGL_RS11475	ssr2723	ATP-dependent Clp protease adapter ClpS	+
NC_000911.1	CDS	2032951	2034123	SGL_RS11480	sll1540	sulfonate ABC transporter permease	-
NC_000911.1	CDS	2034294	2034803	SGL_RS11485	slr1622	inorganic pyrophosphatase	+
NC_000911.1	CDS	2035067	2035432	SGL_RS11490	slr1623	NAD(P)H-quinone oxidoreductase subunit M	+
NC_000911.1	CDS	2035474	2036850	SGL_RS11495	slr1624	hypothetical protein	+
NC_000911.1	CDS	2036911	2038527	SGL_RS11500	sll1538	beta-glucosidase	-
NC_000911.1	CDS	2038644	2039063	SGL_RS11505	sll1537	NUDIX domain-containing protein	-
NC_000911.1	CDS	2039078	2039530	SGL_RS11510	slr1626	dihydroneopterin aldolase	+
NC_000911.1	CDS	2039541	2040161	SGL_RS11515	slr1627	membrane protein	+
NC_000911.1	CDS	2040280	2041458	SGL_RS11520	sll1536	molybdopterin-synthase adenylyltransferase MoeB	-
NC_000911.1	CDS	2041594	2041998	SGL_RS11525	slr1628	DUF2237 domain-containing protein	+
NC_000911.1	CDS	2041999	2042982	SGL_RS11530	slr1629	RNA pseudouridine synthase	+
NC_000911.1	CDS	2043107	2043838	SGL_RS11535	sll1535	sugar transferase	-
NC_000911.1	CDS	2043938	2045074	SGL_RS11540	sll1534	glycosyltransferase family 4 protein	-
NC_000911.1	CDS	2045078	2046364	SGL_RS11545	sll1533	type IV pili twitching motility protein PilT	-
NC_000911.1	CDS	2046961	2047335	SGL_RS11550	slr1634	hypothetical protein	+
NC_000911.1	CDS	2047495	2048130	SGL_RS11555	sll1532	hypothetical protein	-
NC_000911.1	CDS	2048144	2048374	SGL_RS11560	ssl2982	DNA-directed RNA polymerase subunit omega	-
NC_000911.1	CDS	2048497	2049513	SGL_RS11565	slr1635	IS4 family transposase IS4Sa	+
NC_000911.1	CDS	2049744	2050130	SGL_RS11570	SGL_RS11570	DUF309 domain-containing protein	+
NC_000911.1	tRNA	2050184	2050256	SGL_RS11575	ST6803t22	tRNA-His	+
NC_000911.1	CDS	2050496	2050819	SGL_RS11580	slr1638	DUF760 domain-containing protein	+
NC_000911.1	CDS	2050948	2051412	SGL_RS11585	slr1639	SsrA-binding protein	+
NC_000911.1	CDS	2051479	2053305	SGL_RS11590	sll1531	hypothetical protein	-
NC_000911.1	CDS	2053319	2054479	SGL_RS11595	sll1530	FkbM family methyltransferase	-
NC_000911.1	CDS	2054482	2057472	SGL_RS11600	sll1528	hypothetical protein	-
NC_000911.1	CDS	2057469	2060975	SGL_RS11605	sll1527	hypothetical protein	-
NC_000911.1	CDS	2061101	2062621	SGL_RS11610	sll1526	methyltransferase domain-containing protein	-
NC_000911.1	CDS	2062905	2065523	SGL_RS11615	slr1641	chaperone protein ClpB	+
NC_000911.1	CDS	2065509	2065808	SGL_RS11620	ssl2971	hypothetical protein	-
NC_000911.1	CDS	2066001	2066999	SGL_RS11625	sll1525	phosphoribulokinase	-
NC_000911.1	CDS	2067522	2068763	SGL_RS11630	slr1643	ferredoxin--NADP(+) reductase	+
NC_000911.1	CDS	2068855	2069694	SGL_RS11635	sll1524	Cof-type HAD-IIB family hydrolase	-
NC_000911.1	CDS	2070019	2070891	SGL_RS11640	slr1644	tetratricopeptide repeat protein	+
NC_000911.1	CDS	2070975	2071382	SGL_RS11645	slr1645	photosystem II protein Psb27	+
NC_000911.1	CDS	2071379	2072074	SGL_RS11650	slr1646	ribonuclease 3 1	+
NC_000911.1	CDS	2072108	2072887	SGL_RS11655	slr1647	iron export ABC transporter permease subunit	+
NC_000911.1	CDS	2073161	2074603	SGL_RS11660	slr1648	hypothetical protein	+
NC_000911.1	CDS	2074694	2074957	SGL_RS11665	ssr2754	antitoxin YefM	+
NC_000911.1	CDS	2074954	2075214	SGL_RS11670	SGL_RS11670	Txe/YoeB family addiction module toxin	+
NC_000911.1	CDS	2075381	2075971	SGL_RS11675	slr1649	chromophore lyase CpcT/CpeT	+
NC_000911.1	CDS	2075968	2076507	SGL_RS11680	sll1522	CDP-diacylglycerol--glycerol-3-phosphate	-
NC_000911.1	CDS	2076547	2078340	SGL_RS11685	sll1521	flavin oxidoreductase	-
NC_000911.1	CDS	2078366	2080120	SGL_RS11690	sll1520	DNA repair protein RecN	-
NC_000911.1	CDS	2080885	2082720	SGL_RS11695	slr0442	hypothetical protein	+
NC_000911.1	CDS	2082864	2083916	SGL_RS11700	sll0428	hypothetical protein	-
NC_000911.1	CDS	2084143	2084370	SGL_RS11705	SGL_RS11705	DUF2281 domain-containing protein	+
NC_000911.1	CDS	2084416	2084760	SGL_RS18930	SGL_RS18930	type II toxin-antitoxin system VapC family	+
NC_000911.1	CDS	2084922	2085206	SGL_RS11715	SGL_RS11715	BrnT family toxin	+
NC_000911.1	CDS	2085211	2085417	SGL_RS11720	slr1005	hypothetical protein	+
NC_000911.1	CDS	2085445	2085684	SGL_RS11725	ssr0759	hypothetical protein	+
NC_000911.1	CDS	2085826	2086110	SGL_RS11730	ssr0761	type II toxin-antitoxin system	+
NC_000911.1	CDS	2086107	2086211	SGL_RS18935	SGL_RS18935	hypothetical protein	+
NC_000911.1	CDS	2086305	2087129	SGL_RS11735	sll0427	photosystem II manganese-stabilizing	-
NC_000911.1	CDS	2087356	2087733	SGL_RS11740	slr0443	hypothetical protein	+
NC_000911.1	tRNA	2087804	2087875	SGL_RS11745	ST6803t23	tRNA-Gln	-
