Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
CDS	1884739	1884927	SGL_RS10770	ssr2130	hypothetical protein	+
CDS	1885100	1886146	SGL_RS10775	slr1287	DUF3326 domain-containing protein	+
CDS	1886153	1886737	SGL_RS10780	slr1288	CPBP family intramembrane metalloprotease	+
ncRNA	1886880	1887065	SGL_RS18420	SGL_RS18420	6S RNA	+
CDS	1887159	1888262	SGL_RS10785	sll1166	AI-2E family transporter	-
CDS	1888398	1888778	SGL_RS10790	sll1447	DUF4359 domain-containing protein	-
CDS	1888778	1889740	SGL_RS10795	sll1446	hypothetical protein	-
CDS	1889872	1890474	SGL_RS10800	sll1444	3-isopropylmalate dehydratase small subunit	-
CDS	1890461	1892119	SGL_RS10805	sll1443	CTP synthetase	-
CDS	1892213	1892500	SGL_RS10810	SGL_RS10810	DUF4926 domain-containing protein	-
CDS	1892478	1892825	SGL_RS10815	sll1442	hypothetical protein	-
CDS	1892918	1895425	SGL_RS10820	slr1529	ATPase AAA	+
CDS	1895520	1896599	SGL_RS10825	sll1441	fatty acid desaturase	-
CDS	1896869	1897561	SGL_RS10830	sll1440	pyridoxamine 5'-phosphate oxidase	-
CDS	1897570	1898412	SGL_RS10835	slr1530	segregation/condensation protein A	+
CDS	1898437	1899240	SGL_RS10840	sll1439	hypothetical protein	-
CDS	1899233	1899481	SGL_RS10845	SGL_RS10845	YgiT-type zinc finger domain-containing protein	-
CDS	1899700	1901148	SGL_RS10850	slr1531	signal recognition particle protein	+
pseudoCDS	1901385	1902232	SGL_RS18905	SGL_RS18905	IS630 family transposase	-
CDS	1902437	1903924	SGL_RS10865	sll1435	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase	-
CDS	1904025	1905977	SGL_RS10870	sll1434	penicillin-binding protein 1A	-
CDS	1906170	1907744	SGL_RS10875	sll1433	bifunctional ADP-dependent NAD(P)H-hydrate	-
CDS	1907764	1908621	SGL_RS10880	sll1432	hydrogenase nickel incorporation protein HypB	-
CDS	1908804	1909151	SGL_RS10885	slr1533	hypothetical protein	+
CDS	1909190	1910095	SGL_RS10890	slr1534	peptidase U61	+
CDS	1910499	1911494	SGL_RS10895	slr1152	pentapeptide repeat-containing protein	+
CDS	1911570	1911785	SGL_RS10900	ssl2162	hypothetical protein	-
CDS	1911896	1912756	SGL_RS10905	sll1104	glutamine-binding protein	-
CDS	1912776	1914113	SGL_RS10910	sll1103	C4-dicarboxylate ABC transporter	-
CDS	1914113	1914652	SGL_RS10915	sll1102	C4-dicarboxylate ABC transporter	-
CDS	1914818	1915135	SGL_RS10920	sll1101	30S ribosomal protein S10	-
CDS	1915274	1916473	SGL_RS10925	sll1099	elongation factor Tu	-
CDS	1916533	1918608	SGL_RS10930	sll1098	elongation factor G	-
CDS	1918815	1919285	SGL_RS10935	sll1097	30S ribosomal protein S7	-
CDS	1919436	1919816	SGL_RS10940	sll1096	30S ribosomal protein S12	-
CDS	1919913	1920548	SGL_RS10945	sll1095	hypothetical protein	-
CDS	1920660	1921919	SGL_RS10950	slr1159	phosphoribosylamine--glycine ligase	+
CDS	1922124	1922738	SGL_RS10955	slr1160	hypothetical protein	+
CDS	1922791	1923141	SGL_RS10960	ssl2153	ribose phosphate isomerase B	-
pseudoCDS	1923170	1924035	SGL_RS18910	SGL_RS18910	IS630 family transposase	-
CDS	1924251	1924850	SGL_RS10975	slr1161	nucleoside deaminase	+
CDS	1924999	1925943	SGL_RS10980	slr1162	hypothetical protein	+
CDS	1926030	1927700	SGL_RS10985	slr1163	porin	+
CDS	1927725	1928021	SGL_RS10990	ssl2148	hypothetical protein	-
CDS	1928323	1930626	SGL_RS10995	slr1164	ribonucleoside-diphosphate reductase subunit	+
CDS	1931139	1932311	SGL_RS11000	slr1165	sulfate adenylyltransferase	+
CDS	1932354	1933418	SGL_RS11005	slr1166	UDP-glucose--tetrahydrobiopterin	+
CDS	1933468	1933854	SGL_RS11010	sll1092	type II toxin-antitoxin system VapC family	-
CDS	1933854	1934060	SGL_RS11015	ssl2138	DUF2281 domain-containing protein	-
CDS	1934307	1935530	SGL_RS11020	sll1091	geranylgeranyl diphosphate reductase	-
CDS	1935912	1937069	SGL_RS11025	slr1167	oxidoreductase	+
CDS	1937086	1937397	SGL_RS11030	slr1168	DUF433 domain-containing protein	+
CDS	1937474	1938310	SGL_RS11035	slr1169	DUF1049 domain-containing protein	+
CDS	1938429	1938782	SGL_RS11040	slr1170	UPF0016 domain-containing protein	+
CDS	1938985	1939494	SGL_RS11045	slr1171	glutathione peroxidase	+
CDS	1939521	1939781	SGL_RS11050	SGL_RS11050	DUF3493 domain-containing protein	+
CDS	1939865	1940506	SGL_RS11055	sll1089	hypothetical protein	-
CDS	1940549	1942087	SGL_RS11060	sll1087	sodium-coupled permease	-
CDS	1942234	1942701	SGL_RS11065	sll1086	hypothetical protein	-
CDS	1942923	1944314	SGL_RS11070	slr1173	DUF2330 domain-containing protein	+
CDS	1944586	1945374	SGL_RS11075	slr1174	multidrug ABC transporter permease	+
CDS	1945518	1947179	SGL_RS11080	sll1085	glycerol-3-phosphate dehydrogenase	-
CDS	1947325	1948824	SGL_RS11085	sll1566	trehalose-6-phosphate synthase	-
CDS	1949613	1952270	SGL_RS11090	slr1670	hypothetical protein	+
CDS	1952323	1953810	SGL_RS11095	slr1672	glycerol kinase	+
CDS	1953791	1954615	SGL_RS11100	slr1673	rRNA methyltransferase	+
CDS	1954721	1955071	SGL_RS11105	slr1674	DUF760 domain-containing protein	+
CDS	1955221	1955562	SGL_RS11110	slr1675	hydrogenase nickel incorporation protein HypA	+
CDS	1955690	1956181	SGL_RS11115	slr1676	DUF4079 domain-containing protein	+
CDS	1956260	1957486	SGL_RS11120	slr1677	hypothetical protein	+
CDS	1957758	1958132	SGL_RS11125	slr1678	50S ribosomal protein L21	+
CDS	1958240	1958503	SGL_RS11130	ssr2799	50S ribosomal protein L27	+
CDS	1958582	1959325	SGL_RS11135	slr1679	D-alanyl-D-alanine dipeptidase	+
CDS	1959436	1961079	SGL_RS11140	sll1564	(R)-citramalate synthase	-
CDS	1961439	1961600	SGL_RS11145	ssr2802	ABC transporter	+
CDS	1961625	1961876	SGL_RS11150	ssr2803	DUF29 domain-containing protein	+
CDS	1961889	1962068	SGL_RS18915	SGL_RS18915	DUF29 domain-containing protein	+
CDS	1962170	1962397	SGL_RS18920	SGL_RS18920	hypothetical protein	+
CDS	1962366	1962545	SGL_RS11155	ssr2806	hypothetical protein	+
CDS	1962705	1965524	SGL_RS11160	sll1563	hypothetical protein	-
CDS	1965485	1965949	SGL_RS11165	sll1562	hypothetical protein	-
CDS	1966146	1969118	SGL_RS11170	sll1561	L-glutamate gamma-semialdehyde dehydrogenase	-
CDS	1969468	1970430	SGL_RS11175	slr1681	hypothetical protein	+
CDS	1970581	1970988	SGL_RS11180	slr1682	transposase	+
CDS	1970952	1971968	SGL_RS11185	sll1560	IS4 family transposase	-
CDS	1972058	1972549	SGL_RS11190	slr1683	hypothetical protein	+
CDS	1972765	1973061	SGL_RS11195	slr1684	transposase	+
pseudoCDS	1973118	1973390	SGL_RS18925	SGL_RS18925	IS1 family transposase	+
CDS	1973611	1974765	SGL_RS11200	sll1559	alanine--glyoxylate aminotransferase family	-
CDS	1975056	1975481	SGL_RS11205	slr1686	FHA domain-containing protein	+
CDS	1975575	1975874	SGL_RS11210	ssl3044	iron ABC transporter substrate-binding protein	-
CDS	1976019	1976720	SGL_RS11215	slr1687	hypothetical protein	+
CDS	1976799	1977965	SGL_RS11220	sll1558	mannose-1-phosphate guanyltransferase	-
CDS	1978131	1979039	SGL_RS11225	sll1557	CoA-binding protein	-
CDS	1979144	1980193	SGL_RS11230	sll1556	type 2 isopentenyl-diphosphate Delta-isomerase	-
CDS	1980365	1981471	SGL_RS11235	sll1555	hybrid sensor histidine kinase/response	-
CDS	1982049	1982273	SGL_RS11240	ssr2831	photosystem I reaction center subunit IV	+
CDS	1982308	1983171	SGL_RS11245	slr1689	formamidopyrimidine-DNA glycosylase	+
CDS	1983204	1983932	SGL_RS11250	slr1690	NUDIX domain-containing protein	+
CDS	1983982	1985658	SGL_RS11255	slr1691	glutamine-dependent NAD+ synthetase	+
CDS	1985874	1986872	SGL_RS11260	slr1692	EAL domain-containing protein	+
CDS	1987100	1988242	SGL_RS11265	slr1693	response regulator	+
CDS	1988385	1988837	SGL_RS11270	slr1694	activator of photopigment and puc expression	+
CDS	1988834	1991266	SGL_RS11275	sll1553	phenylalanine--tRNA ligase subunit beta	-
CDS	1991550	1993274	SGL_RS11280	slr1697	serine/threonine protein kinase	+
CDS	1993377	1994045	SGL_RS11285	sll0921	DNA-binding response regulator	-
CDS	1994147	1997251	SGL_RS11290	sll0920	phosphoenolpyruvate carboxylase	-
CDS	1997497	1997790	SGL_RS11295	slr1004	hypothetical protein	-
CDS	1997993	1998451	SGL_RS11300	slr0935	NfeD family protein	+
CDS	1998460	1999347	SGL_RS11305	slr0936	nicotinate-nucleotide pyrophosphorylase	+
CDS	1999477	2000730	SGL_RS11310	slr0937	hypothetical protein	+
CDS	2000815	2002194	SGL_RS11315	slr0938	DUF1727 domain-containing protein	+
CDS	2002241	2002894	SGL_RS11320	sll0916	cobalt-precorrin-8 methylmutase	-
CDS	2002891	2004465	SGL_RS11325	sll0915	insulinase family protein	-
CDS	2004626	2006095	SGL_RS11330	slr0940	zeta-carotene desaturase	+
CDS	2006120	2006563	SGL_RS11335	slr0941	membrane protein	+
CDS	2006824	2007807	SGL_RS11340	slr0942	aldo/keto reductase	+
CDS	2007850	2008752	SGL_RS11345	slr0943	class I fructose-bisphosphate aldolase	+
CDS	2008874	2010004	SGL_RS11350	sll0914	hypothetical protein	-
CDS	2010218	2011369	SGL_RS11355	slr0944	transporter	+
CDS	2011521	2012141	SGL_RS11360	slr0945	NADPH-dependent quinone reductase ArsH	+
CDS	2012231	2012626	SGL_RS11365	slr0946	arsenate reductase	+
CDS	2012754	2013485	SGL_RS11370	slr0947	DNA-binding response regulator	+
CDS	2013538	2014185	SGL_RS11375	slr0948	cofactor assembly of complex C subunit B	+
CDS	2014182	2014787	SGL_RS11380	sll0913	hypothetical protein	-
CDS	2014908	2016818	SGL_RS11385	sll0912	ABC transporter ATP-binding protein	-
CDS	2017104	2017964	SGL_RS11390	slr0949	branched-chain amino acid ABC transporter	+
CDS	2017964	2018788	SGL_RS11395	slr0950	TlyA family rRNA	+
CDS	2018851	2019237	SGL_RS11400	sll0911	hypothetical protein	-
CDS	2019253	2020344	SGL_RS11405	sll0910	hypothetical protein	-
CDS	2020349	2021035	SGL_RS11410	sll0909	molecular chaperone DnaJ	-
CDS	2021252	2021944	SGL_RS11415	slr0951	2-C-methyl-D-erythritol 4-phosphate	+
CDS	2022028	2023071	SGL_RS11420	slr0952	fructose 1,6-bisphosphatase	+
CDS	2023278	2024012	SGL_RS11425	slr0953	sucrose-phosphate phosphatase	+
CDS	2024075	2024476	SGL_RS11430	ssr1600	anti-sigma factor antagonist	+
CDS	2024549	2024980	SGL_RS11435	slr0954	Mini-ribonuclease 3	+
CDS	2024993	2026147	SGL_RS11440	slr0955	23S rRNA	+
CDS	2026227	2026538	SGL_RS11445	slr0957	DUF1816 domain-containing protein	+
CDS	2026675	2028126	SGL_RS11450	slr0958	cysteine--tRNA ligase	+
CDS	2028157	2028744	SGL_RS11455	sll0905	septum formation inhibitor Maf	-
CDS	2028832	2030421	SGL_RS11460	slr0959	CPBP family intramembrane metalloprotease	+
CDS	2030534	2030974	SGL_RS11465	slr0960	hypothetical protein	+
CDS	2031001	2032473	SGL_RS11470	sll1541	apocarotenoid-15,15'-oxygenase	-
CDS	2032604	2032891	SGL_RS11475	ssr2723	ATP-dependent Clp protease adapter ClpS	+
CDS	2032951	2034123	SGL_RS11480	sll1540	sulfonate ABC transporter permease	-
CDS	2034294	2034803	SGL_RS11485	slr1622	inorganic pyrophosphatase	+
CDS	2035067	2035432	SGL_RS11490	slr1623	NAD(P)H-quinone oxidoreductase subunit M	+
CDS	2035474	2036850	SGL_RS11495	slr1624	hypothetical protein	+
CDS	2036911	2038527	SGL_RS11500	sll1538	beta-glucosidase	-
CDS	2038644	2039063	SGL_RS11505	sll1537	NUDIX domain-containing protein	-
CDS	2039078	2039530	SGL_RS11510	slr1626	dihydroneopterin aldolase	+
CDS	2039541	2040161	SGL_RS11515	slr1627	membrane protein	+
CDS	2040280	2041458	SGL_RS11520	sll1536	molybdenum cofactor biosynthesis protein MoeB	-
CDS	2041594	2041998	SGL_RS11525	slr1628	DUF2237 domain-containing protein	+
CDS	2041999	2042982	SGL_RS11530	slr1629	RNA pseudouridine synthase	+
CDS	2043107	2043838	SGL_RS11535	sll1535	sugar transferase	-
CDS	2043938	2045074	SGL_RS11540	sll1534	glycosyltransferase family 4 protein	-
CDS	2045078	2046364	SGL_RS11545	sll1533	type IV pili twitching motility protein PilT	-
CDS	2046961	2047335	SGL_RS11550	slr1634	hypothetical protein	+
CDS	2047495	2048130	SGL_RS11555	sll1532	hypothetical protein	-
CDS	2048144	2048374	SGL_RS11560	ssl2982	DNA-directed RNA polymerase subunit omega	-
CDS	2048497	2049513	SGL_RS11565	slr1635	IS4 family transposase IS4Sa	+
CDS	2049744	2050130	SGL_RS11570	SGL_RS11570	DUF309 domain-containing protein	+
tRNA	2050184	2050256	SGL_RS11575	ST6803t22	tRNA-His	+
CDS	2050496	2050819	SGL_RS11580	slr1638	DUF760 domain-containing protein	+
CDS	2050948	2051412	SGL_RS11585	slr1639	SsrA-binding protein	+
CDS	2051479	2053305	SGL_RS11590	sll1531	hypothetical protein	-
CDS	2053319	2054479	SGL_RS11595	sll1530	FkbM family methyltransferase	-
CDS	2054482	2057472	SGL_RS11600	sll1528	hypothetical protein	-
CDS	2057469	2060975	SGL_RS11605	sll1527	hypothetical protein	-
CDS	2061101	2062621	SGL_RS11610	sll1526	hypothetical protein	-
CDS	2062905	2065523	SGL_RS11615	slr1641	chaperone protein ClpB	+
CDS	2065509	2065808	SGL_RS11620	ssl2971	hypothetical protein	-
CDS	2066001	2066999	SGL_RS11625	sll1525	phosphoribulokinase	-
CDS	2067522	2068763	SGL_RS11630	slr1643	ferredoxin--NADP(+) reductase	+
CDS	2068855	2069694	SGL_RS11635	sll1524	Cof-type HAD-IIB family hydrolase	-
CDS	2070019	2070891	SGL_RS11640	slr1644	hypothetical protein	+
CDS	2070975	2071382	SGL_RS11645	slr1645	photosystem II protein Psb27	+
CDS	2071379	2072074	SGL_RS11650	slr1646	ribonuclease 3 1	+
CDS	2072108	2072887	SGL_RS11655	slr1647	iron export ABC transporter permease subunit	+
CDS	2073161	2074603	SGL_RS11660	slr1648	hypothetical protein	+
CDS	2074694	2074957	SGL_RS11665	ssr2754	antitoxin YefM	+
CDS	2074954	2075214	SGL_RS11670	SGL_RS11670	Txe/YoeB family addiction module toxin	+
CDS	2075381	2075971	SGL_RS11675	slr1649	chromophore lyase CpcT/CpeT	+
CDS	2075968	2076507	SGL_RS11680	sll1522	CDP-diacylglycerol--glycerol-3-phosphate	-
CDS	2076547	2078340	SGL_RS11685	sll1521	flavin oxidoreductase	-
CDS	2078366	2080120	SGL_RS11690	sll1520	DNA repair protein RecN	-
CDS	2080885	2082720	SGL_RS11695	slr0442	hypothetical protein	+
CDS	2082864	2083916	SGL_RS11700	sll0428	hypothetical protein	-
CDS	2084143	2084370	SGL_RS11705	SGL_RS11705	DUF2281 domain-containing protein	+
CDS	2084416	2084760	SGL_RS18930	SGL_RS18930	type II toxin-antitoxin system VapC family	+
CDS	2084922	2085206	SGL_RS11715	SGL_RS11715	BrnT family toxin	+
CDS	2085211	2085417	SGL_RS11720	slr1005	hypothetical protein	+
CDS	2085445	2085684	SGL_RS11725	ssr0759	hypothetical protein	+
CDS	2085826	2086110	SGL_RS11730	ssr0761	type II toxin-antitoxin system	+
CDS	2086107	2086211	SGL_RS18935	SGL_RS18935	hypothetical protein	+
CDS	2086305	2087129	SGL_RS11735	sll0427	photosystem II manganese-stabilizing	-
CDS	2087356	2087733	SGL_RS11740	slr0443	hypothetical protein	+
tRNA	2087804	2087875	SGL_RS11745	ST6803t23	tRNA-Gln	-
CDS	2088130	2088492	SGL_RS11750	sll0426	hypothetical protein	-
CDS	2088680	2090023	SGL_RS11755	slr0444	3-phosphoshikimate 1-carboxyvinyltransferase	+
CDS	2090026	2091630	SGL_RS11760	sll0424	radical SAM protein	-
CDS	2091711	2092178	SGL_RS11765	sll0423	hypothetical protein	-
tRNA	2092400	2092471	SGL_RS11770	ST6803t24	tRNA-Asn	+
CDS	2092519	2093508	SGL_RS11775	sll0422	isoaspartyl peptidase/L-asparaginase	-
CDS	2093629	2094924	SGL_RS11780	sll0421	adenylosuccinate lyase	-
CDS	2095034	2095666	SGL_RS11785	slr0445	hypothetical protein	+
CDS	2095723	2096031	SGL_RS11790	sll0420	urease subunit beta	-
CDS	2096076	2096540	SGL_RS11795	sll0419	hypothetical protein	-
CDS	2096618	2097574	SGL_RS11800	sll0418	2-methyl-6-phytyl-1,4-hydroquinone	-
CDS	2097643	2098602	SGL_RS11805	slr0446	DNA polymerase III subunit delta'	+
CDS	2098921	2100261	SGL_RS11810	slr0447	urea ABC transporter substrate-binding protein	+
CDS	2100463	2101980	SGL_RS11815	slr0448	DNA repair protein RadA	+
CDS	2101977	2102567	SGL_RS11820	sll0274	pentapeptide repeat-containing protein	-
CDS	2102769	2104391	SGL_RS11825	sll0273	Na+/H+ antiporter NhaS2	-
CDS	2104439	2104912	SGL_RS11830	sll0272	DUF2996 domain-containing protein	-
CDS	2104943	2105608	SGL_RS11835	sll0271	N utilization substance protein B	-
CDS	2105813	2107645	SGL_RS11840	slr0280	hypothetical protein	+
CDS	2107664	2110159	SGL_RS11845	sll0270	primosomal protein N'	-
CDS	2110166	2110579	SGL_RS11850	sll0269	hypothetical protein	-
CDS	2110697	2111104	SGL_RS11855	sll0268	YtxH domain-containing protein	-
CDS	2111141	2115877	SGL_RS11860	sll0267	hypothetical protein	-
CDS	2116083	2117321	SGL_RS11865	sll0266	hypothetical protein	-
CDS	2117309	2118214	SGL_RS11870	sll0265	hypothetical protein	-
CDS	2118198	2119388	SGL_RS11875	sll0264	aromatic ring-hydroxylating dioxygenase subunit	-
CDS	2119301	2120020	SGL_RS11880	sll0263	hypothetical protein	-
CDS	2120067	2121146	SGL_RS11885	sll0262	linoleoyl-CoA desaturase	-
CDS	2121641	2123347	SGL_RS11890	sll0261	potassium channel protein	-
CDS	2123646	2123996	SGL_RS11895	slr0284	phage holin family protein	+
CDS	2124176	2124973	SGL_RS11900	slr0285	radical SAM protein	+
CDS	2124966	2126246	SGL_RS11905	slr0286	hypothetical protein	+
CDS	2126243	2127589	SGL_RS11910	sll0260	HlyC/CorC family transporter	-
CDS	2127879	2128127	SGL_RS11915	ssr0482	30S ribosomal protein S16	+
CDS	2128168	2128524	SGL_RS11920	slr0287	KH domain-containing protein	+
CDS	2128767	2130941	SGL_RS11925	slr0288	glutamine synthetase	+
CDS	2131105	2131539	SGL_RS11930	slr0291	DUF29 domain-containing protein	+
CDS	2131616	2132098	SGL_RS11935	sll0258	cytochrome c550	-
CDS	2132257	2132457	SGL_RS11940	ssl0483	hypothetical protein	-
CDS	2132796	2133545	SGL_RS11945	slr0292	sirohydrochlorin chelatase	+
CDS	2133549	2134022	SGL_RS11950	sll0257	tRNA	-
CDS	2134202	2137153	SGL_RS11955	slr0293	glycine dehydrogenase	+
CDS	2137259	2137738	SGL_RS11960	slr0294	hypothetical protein	+
CDS	2137686	2138081	SGL_RS11965	slr0392	hypothetical protein	+
CDS	2138074	2138439	SGL_RS11970	slr0393	HNH endonuclease	+
CDS	2138496	2138621	SGL_RS18940	SGL_RS18940	DUF433 domain-containing protein	+
CDS	2138723	2139142	SGL_RS11975	sll0364	DUF2358 domain-containing protein	-
CDS	2139193	2140395	SGL_RS11980	slr0394	phosphoglycerate kinase	+
CDS	2140664	2141593	SGL_RS11985	slr0395	nitrogen assimilation transcriptional activator	+
CDS	2141613	2144246	SGL_RS11990	sll0362	alanine--tRNA ligase	-
CDS	2144427	2144897	SGL_RS11995	sll0361	hypothetical protein	-
CDS	2144979	2145812	SGL_RS12000	sll0360	CPBP family intramembrane metalloprotease	-
CDS	2146000	2146467	SGL_RS12005	sll0359	AbrB family transcriptional regulator	-
CDS	2146801	2147376	SGL_RS12010	slr0397	DUF3038 domain-containing protein	+
CDS	2147548	2148033	SGL_RS12015	slr0398	hypothetical protein	+
CDS	2148253	2149233	SGL_RS12020	slr0399	3-beta hydroxysteroid dehydrogenase	+
CDS	2149333	2150250	SGL_RS12025	slr0400	NAD(+) kinase	+
CDS	2150247	2151401	SGL_RS12030	slr0401	spermidine/putrescine ABC transporter	+
tRNA	2151437	2151508	SGL_RS12035	ST6803t25	tRNA-Thr	-
CDS	2151606	2152190	SGL_RS12040	slr0402	non-canonical purine NTP pyrophosphatase	+
CDS	2152291	2152629	SGL_RS12045	ssl0707	nitrogen regulatory protein P-II	-
CDS	2152932	2153933	SGL_RS12050	slr0404	DUF1517 domain-containing protein	+
CDS	2154205	2154498	SGL_RS12055	ssr0657	hypothetical protein	+
CDS	2154516	2155172	SGL_RS12060	sll0356	N-(5'-phosphoribosyl)anthranilate isomerase	-
CDS	2155273	2156265	SGL_RS12065	sll0355	EamA family transporter	-
CDS	2156497	2156961	SGL_RS12070	sll0354	DUF4281 domain-containing protein	-
CDS	2157115	2157303	SGL_RS12075	SGL_RS12075	DUF2442 domain-containing protein	+
CDS	2157442	2158470	SGL_RS12080	slr0406	dihydroorotase	+
CDS	2158543	2159355	SGL_RS12085	slr0407	class I SAM-dependent methyltransferase	+
CDS	2159620	2172219	SGL_RS12090	slr0408	hypothetical protein	+
CDS	2172365	2173099	SGL_RS12095	slr0142	DUF1275 domain-containing protein	+
CDS	2173197	2176772	SGL_RS12100	slr0143	hypothetical protein	+
CDS	2177172	2177903	SGL_RS12105	slr0144	hypothetical protein	+
CDS	2177900	2178310	SGL_RS12110	slr0145	hypothetical protein	+
CDS	2178627	2179505	SGL_RS12120	slr0147	hypothetical protein	+
CDS	2179537	2180019	SGL_RS12125	slr0148	ferredoxin	+
CDS	2180073	2180543	SGL_RS12130	slr0149	hypothetical protein	+
CDS	2180577	2180888	SGL_RS12135	slr0150	ferredoxin	+
CDS	2181013	2181975	SGL_RS12140	slr0151	tetratricopeptide repeat protein	+
CDS	2182063	2183958	SGL_RS12145	slr0152	serine/threonine protein kinase	+
CDS	2184030	2185784	SGL_RS12150	sll0149	hypothetical protein	-
CDS	2185870	2188077	SGL_RS12155	sll0148	hypothetical protein	-
CDS	2188230	2190236	SGL_RS12160	sll0147	hypothetical protein	-
CDS	2190933	2192051	SGL_RS12165	sll0146	branched-chain amino acid ABC transporter	-
CDS	2192133	2192681	SGL_RS12170	sll0145	ribosome-recycling factor	-
CDS	2192668	2193390	SGL_RS12175	sll0144	UMP kinase	-
CDS	2193591	2193812	SGL_RS12180	ssl0259	type II toxin-antitoxin system HicB family	-
CDS	2193813	2194040	SGL_RS12185	SGL_RS12185	type II toxin-antitoxin system HicA family	-
CDS	2194405	2197101	SGL_RS12190	slr0156	chaperone protein ClpB	+
CDS	2197132	2197620	SGL_RS12195	slr0157	hypothetical protein	+
CDS	2197732	2200959	SGL_RS12200	sll0142	AcrB/AcrD/AcrF family protein	-
CDS	2201147	2202550	SGL_RS12205	sll0141	efflux RND transporter periplasmic adaptor	-
CDS	2202944	2204053	SGL_RS12210	slr0161	type IV pili twitching motility protein PilT	+
pseudoCDS	2204157	2205372	SGL_RS18945	SGL_RS18945	pilus assembly protein PilC	+
CDS	2205774	2206451	SGL_RS12225	slr0164	ATP-dependent Clp protease proteolytic subunit	+
CDS	2206551	2207159	SGL_RS12230	slr0165	ATP-dependent Clp protease proteolytic subunit	+
CDS	2207370	2208695	SGL_RS12235	sll0136	Xaa-Pro aminopeptidase	-
CDS	2208778	2209758	SGL_RS12240	sll0135	S-methyl-5'-thioadenosine phosphorylase	-
CDS	2209703	2209939	SGL_RS12245	ssl0242	DUF3134 domain-containing protein	-
CDS	2210006	2210161	SGL_RS18950	SGL_RS18950	ribbon-helix-helix protein, CopG family	-
pseudoCDS	2210334	2211162	SGL_RS18955	SGL_RS18955	IS5/IS1182 family transposase	+
CDS	2211283	2212479	SGL_RS12255	slr1923	hypothetical protein	+
CDS	2212505	2213707	SGL_RS12260	slr1924	D-alanyl-D-alanine carboxypeptidase	+
CDS	2213707	2214735	SGL_RS12265	slr1925	cobalamin biosynthesis protein CobD	+
CDS	2214685	2215731	SGL_RS12270	sll1865	peptide chain release factor 2	-
CDS	2216151	2216396	SGL_RS12275	SGL_RS12275	hypothetical protein	+
CDS	2216476	2219175	SGL_RS12280	sll1864	chloride channel protein	-
CDS	2219290	2219793	SGL_RS12285	slr1926	hypothetical protein	+
CDS	2219741	2220961	SGL_RS12290	slr1927	DUF58 domain-containing protein	+
CDS	2221047	2221631	SGL_RS12295	slr1928	prepilin-type cleavage/methylation	+
CDS	2221648	2222199	SGL_RS18960	SGL_RS18960	type II secretion system protein	+
CDS	2222316	2222876	SGL_RS12305	slr1930	type II secretion system protein	+
CDS	2222898	2223815	SGL_RS18965	SGL_RS18965	hypothetical protein	+
CDS	2223873	2224568	SGL_RS12310	slr1932	alpha/beta hydrolase	+
CDS	2224789	2225112	SGL_RS12315	sll1863	hypothetical protein	-
CDS	2225278	2225709	SGL_RS12320	sll1862	hypothetical protein	-
CDS	2225766	2226530	SGL_RS12325	sll1861	IS5 family transposase	-
CDS	2226619	2227404	SGL_RS12330	sll1860	IS5/IS1182 family transposase IS5Sb	-
CDS	2227829	2228377	SGL_RS12335	slr1933	dTDP-4-dehydrorhamnose 3,5-epimerase	+
CDS	2228445	2230328	SGL_RS12340	sll1858	hypothetical protein	-
CDS	2230487	2231515	SGL_RS12345	slr1934	pyruvate dehydrogenase (acetyl-transferring) E1	+
CDS	2231639	2233036	SGL_RS12350	slr1935	MFS transporter	+
CDS	2233037	2233834	SGL_RS12355	sll1854	exodeoxyribonuclease III	-
CDS	2233809	2234273	SGL_RS12360	sll1853	DUF3750 domain-containing protein	-
CDS	2234304	2234753	SGL_RS12365	sll1852	nucleoside-diphosphate kinase	-
tRNA	2234978	2235050	SGL_RS12370	ST6803t26	tRNA-Ala	+
CDS	2235072	2235458	SGL_RS12375	sll1851	hypothetical protein	-
pseudoCDS	2235561	2236408	SGL_RS18970	SGL_RS18970	IS630 family transposase	+
CDS	2236419	2237054	SGL_RS12390	sll1849	aromatic ring-hydroxylating dioxygenase subunit	-
CDS	2237134	2238189	SGL_RS12395	slr1938	S-methyl-5-thioribose-1-phosphate isomerase	+
CDS	2238277	2238954	SGL_RS12400	sll1848	1-acyl-sn-glycerol-3-phosphate acyltransferase	-
CDS	2239035	2239250	SGL_RS12405	SGL_RS12405	hypothetical protein	-
CDS	2239239	2241248	SGL_RS12410	slr1939	hypothetical protein	+
CDS	2241340	2242788	SGL_RS12415	slr1940	collagen-like protein	+
CDS	2242874	2243137	SGL_RS12420	ssr3300	hypothetical protein	+
CDS	2243250	2243729	SGL_RS12425	sll1845	hypothetical protein	-
CDS	2243851	2245368	SGL_RS12430	slr1942	circadian clock protein KaiC	+
CDS	2245407	2245583	SGL_RS12435	ssr3304	hypothetical protein	+
CDS	2245699	2246631	SGL_RS12440	slr1943	glycosyltransferase	+
CDS	2246867	2248483	SGL_RS12445	slr1944	alpha/beta hydrolase	+
CDS	2248578	2250176	SGL_RS12450	slr1945	2,3-bisphosphoglycerate-independent	+
CDS	2250241	2250474	SGL_RS12455	ssr3307	preprotein translocase subunit SecG	+
CDS	2250711	2251496	SGL_RS12460	slr1946	hypothetical protein	+
